ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBandHigh,PriceBandLow,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType,displayName,PriceNumerator,PriceDenominator,FullDescription
NSECO,122159,2,NATURALGAS,NATURALGAS24MAR180CE,OPTFUT,NATURALGAS-OPTFUT,4408100122159,58.6,30.1,49,0.05,1,1250,4100100000014,,2024-03-21T14:30:00,180,3,NATURALGAS 21MAR2024 CE 180,1,1,NATURALGAS24MAR180CE
NSECO,125134,2,GOLD,GOLD24NOV60300PE,OPTFUT,GOLD-OPTFUT,4433100125134,1127.5,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,60300,4,GOLD 26NOV2024 PE 60300,1,1,GOLD24NOV60300PE
NSECO,123121,2,SILVERM,SILVERM24AUG80750CE,OPTFUT,SILVERM-OPTFUT,4423400123121,9097.5,3210.5,121,0.5,1,5,4100100000010,,2024-08-21T14:30:00,80750,3,SILVERM 21AUG2024 CE 80750,1,1,SILVERM24AUG80750CE
NSECO,122096,2,GOLD,GOLD24NOV64900CE,OPTFUT,GOLD-OPTFUT,4433100122096,11234.5,3883.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,64900,3,GOLD 26NOV2024 CE 64900,1,1,GOLD24NOV64900CE
NSECO,124813,2,GOLDM,GOLDM24JAN63000PE,OPTFUT,GOLDM-OPTFUT,4402400124813,2965.5,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,63000,4,GOLDM 24JAN2024 PE 63000,1,1,GOLDM24JAN63000PE
NSECO,122479,2,COPPER,COPPER24APR755PE,OPTFUT,COPPER-OPTFUT,4411000122479,48.05,0.01,71,0.01,1,2500,4100100000008,,2024-04-19T14:30:00,755,4,COPPER 19APR2024 PE 755,1,1,COPPER24APR755PE
NSECO,125013,2,GOLDM,GOLDM24FEB60000CE,OPTFUT,GOLDM-OPTFUT,4405400125013,9003.5,0.5,101,0.5,1,10,4100100000002,,2024-02-23T14:30:00,60000,3,GOLDM 23FEB2024 CE 60000,1,1,GOLDM24FEB60000CE
NSECO,124275,2,SILVERM,SILVERM24JUN71250CE,OPTFUT,SILVERM-OPTFUT,4417100124275,13910,4915,121,0.5,1,5,4100100000010,,2024-06-19T14:30:00,71250,3,SILVERM 19JUN2024 CE 71250,1,1,SILVERM24JUN71250CE
NSECO,122940,2,WTICRUDE,WTICRUDE24JAN8450CE,OPTFUT,WTICRUDE-OPTFUT,4401700122940,3.1,0.1,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,8450,3,WTICRUDE 17JAN2024 CE 8450,1,1,WTICRUDE24JAN8450CE
NSECO,124706,2,WTICRUDE,WTICRUDE24JAN5500CE,OPTFUT,WTICRUDE-OPTFUT,4401700124706,950.6,55.8,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,5500,3,WTICRUDE 17JAN2024 CE 5500,1,1,WTICRUDE24JAN5500CE
NSECO,123743,2,SILVERM,SILVERM24NOV74000CE,OPTFUT,SILVERM-OPTFUT,4432500123743,16702,8209,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,74000,3,SILVERM 20NOV2024 CE 74000,1,1,SILVERM24NOV74000CE
NSECO,124024,2,SILVERM,SILVERM24FEB65250PE,OPTFUT,SILVERM-OPTFUT,4405100124024,673.5,0.5,121,0.5,1,5,4100100000010,,2024-02-20T14:30:00,65250,4,SILVERM 20FEB2024 PE 65250,1,1,SILVERM24FEB65250PE
NSECO,121803,2,SILVERM,SILVERM24APR76750CE,OPTFUT,SILVERM-OPTFUT,4411000121803,7256,1110,121,0.5,1,5,4100100000010,,2024-04-19T14:30:00,76750,3,SILVERM 19APR2024 CE 76750,1,1,SILVERM24APR76750CE
NSECO,121981,2,GOLD,GOLD24JAN64700CE,OPTFUT,GOLD-OPTFUT,4402400121981,1953.5,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,64700,3,GOLD 24JAN2024 CE 64700,1,1,GOLD24JAN64700CE
NSECO,123772,2,SILVERM,SILVERM24NOV77500PE,OPTFUT,SILVERM-OPTFUT,4432500123772,7378.5,1641.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,77500,4,SILVERM 20NOV2024 PE 77500,1,1,SILVERM24NOV77500PE
NSECO,125274,2,WTICRUDE,WTICRUDE24FEB4600PE,OPTFUT,WTICRUDE-OPTFUT,4404500125274,25.7,0.1,101,0.1,1,100,4100100000011,,2024-02-14T14:30:00,4600,4,WTICRUDE 14FEB2024 PE 4600,1,1,WTICRUDE24FEB4600PE
NSECO,124239,2,SILVERM,SILVERM24JUN66750CE,OPTFUT,SILVERM-OPTFUT,4417100124239,18006.5,7389.5,121,0.5,1,5,4100100000010,,2024-06-19T14:30:00,66750,3,SILVERM 19JUN2024 CE 66750,1,1,SILVERM24JUN66750CE
NSECO,125152,2,GOLD,GOLD24NOV61200PE,OPTFUT,GOLD-OPTFUT,4433100125152,1381.5,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,61200,4,GOLD 26NOV2024 PE 61200,1,1,GOLD24NOV61200PE
NSECO,121784,2,SILVERM,SILVERM24FEB76250PE,OPTFUT,SILVERM-OPTFUT,4405100121784,7320,0.5,121,0.5,1,5,4100100000010,,2024-02-20T14:30:00,76250,4,SILVERM 20FEB2024 PE 76250,1,1,SILVERM24FEB76250PE
NSECO,123761,2,SILVERM,SILVERM24NOV76250CE,OPTFUT,SILVERM-OPTFUT,4432500123761,15041,7189,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,76250,3,SILVERM 20NOV2024 CE 76250,1,1,SILVERM24NOV76250CE
NSECO,123720,2,SILVERM,SILVERM24NOV71000PE,OPTFUT,SILVERM-OPTFUT,4432500123720,4355.5,456.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,71000,4,SILVERM 20NOV2024 PE 71000,1,1,SILVERM24NOV71000PE
NSECO,124358,2,SILVERM,SILVERM24AUG68750PE,OPTFUT,SILVERM-OPTFUT,4423400124358,3340,5,121,0.5,1,5,4100100000010,,2024-08-21T14:30:00,68750,4,SILVERM 21AUG2024 PE 68750,1,1,SILVERM24AUG68750PE
NSECO,123056,2,WTICRUDE,WTICRUDE24MAR7550PE,OPTFUT,WTICRUDE-OPTFUT,4407500123056,1959.6,1040.6,101,0.1,1,100,4100100000011,,2024-03-15T14:30:00,7550,4,WTICRUDE 15MAR2024 PE 7550,1,1,WTICRUDE24MAR7550PE
NSECO,125232,2,GOLD,GOLD24NOV64600PE,OPTFUT,GOLD-OPTFUT,4433100125232,2659.5,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,64600,4,GOLD 26NOV2024 PE 64600,1,1,GOLD24NOV64600PE
NSECO,122447,2,COPPER,COPPER24APR740CE,OPTFUT,COPPER-OPTFUT,4411000122447,78.22,0.01,71,0.01,1,2500,4100100000008,,2024-04-19T14:30:00,740,3,COPPER 19APR2024 CE 740,1,1,COPPER24APR740CE
NSECO,122762,2,WTICRUDE,WTICRUDE24MAR6800CE,OPTFUT,WTICRUDE-OPTFUT,4407500122762,381.5,58.9,101,0.1,1,100,4100100000011,,2024-03-15T14:30:00,6800,3,WTICRUDE 15MAR2024 CE 6800,1,1,WTICRUDE24MAR6800CE
NSECO,121908,2,SILVER,SILVER24FEB64750CE,OPTBLN,SILVER-OPTBLN,4405800121908,15852,3594,21,0.5,1,30,4100100000003,,2024-02-27T14:30:00,64750,3,SILVER 27FEB2024 CE 64750,1,1,SILVER24FEB64750CE
NSECO,124921,2,GOLDM,GOLDM24JAN57000PE,OPTFUT,GOLDM-OPTFUT,4402400124921,3.5,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,57000,4,GOLDM 24JAN2024 PE 57000,1,1,GOLDM24JAN57000PE
NSECO,124186,2,SILVERM,SILVERM24APR72750PE,OPTFUT,SILVERM-OPTFUT,4411000124186,4782,0.5,121,0.5,1,5,4100100000010,,2024-04-19T14:30:00,72750,4,SILVERM 19APR2024 PE 72750,1,1,SILVERM24APR72750PE
NSECO,124434,2,GOLD,GOLD24JAN65400CE,OPTFUT,GOLD-OPTFUT,4402400124434,1203.5,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,65400,3,GOLD 24JAN2024 CE 65400,1,1,GOLD24JAN65400CE
NSECO,123714,2,SILVERM,SILVERM24NOV70250PE,OPTFUT,SILVERM-OPTFUT,4432500123714,4064,368,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,70250,4,SILVERM 20NOV2024 PE 70250,1,1,SILVERM24NOV70250PE
NSECO,123708,2,SILVERM,SILVERM24NOV69500PE,OPTFUT,SILVERM-OPTFUT,4432500123708,3781.5,285.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,69500,4,SILVERM 20NOV2024 PE 69500,1,1,SILVERM24NOV69500PE
NSECO,125170,2,GOLD,GOLD24NOV62100PE,OPTFUT,GOLD-OPTFUT,4433100125170,1670,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,62100,4,GOLD 26NOV2024 PE 62100,1,1,GOLD24NOV62100PE
NSECO,124639,2,COPPER,COPPER24FEB705CE,OPTFUT,COPPER-OPTFUT,4405100124639,104.95,0.01,71,0.01,1,2500,4100100000008,,2024-02-20T14:30:00,705,3,COPPER 20FEB2024 CE 705,1,1,COPPER24FEB705CE
NSECO,122592,2,WTICRUDE,WTICRUDE24FEB5000CE,OPTFUT,WTICRUDE-OPTFUT,4404500122592,1554.6,583.4,101,0.1,1,100,4100100000011,,2024-02-14T14:30:00,5000,3,WTICRUDE 14FEB2024 CE 5000,1,1,WTICRUDE24FEB5000CE
NSECO,122162,2,NATURALGAS,NATURALGAS24JAN150PE,OPTFUT,NATURALGAS-OPTFUT,4402300122162,3.2,0.05,49,0.05,1,1250,4100100000014,,2024-01-23T14:30:00,150,4,NATURALGAS 23JAN2024 PE 150,1,1,NATURALGAS24JAN150PE
NSECO,123059,2,COPPER,COPPER24JAN665CE,OPTFUT,COPPER-OPTFUT,4401900123059,143.37,11.01,71,0.01,1,2500,4100100000008,,2024-01-19T14:30:00,665,3,COPPER 19JAN2024 CE 665,1,1,COPPER24JAN665CE
NSECO,125107,2,SILVERM,SILVERM24NOV68750CE,OPTFUT,SILVERM-OPTFUT,4432500125107,20936.5,11003.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,68750,3,SILVERM 20NOV2024 CE 68750,1,1,SILVERM24NOV68750CE
NSECO,122311,2,GOLD,GOLD24JUL64200CE,OPTFUT,GOLD-OPTFUT,4420700122311,8648,1619,11,0.5,1,100,4100100000001,,2024-07-25T14:30:00,64200,3,GOLD 25JUL2024 CE 64200,1,1,GOLD24JUL64200CE
NSECO,123049,2,NATURALGAS,NATURALGAS24MAR135CE,OPTFUT,NATURALGAS-OPTFUT,4408100123049,97.65,61.95,49,0.05,1,1250,4100100000014,,2024-03-21T14:30:00,135,3,NATURALGAS 21MAR2024 CE 135,1,1,NATURALGAS24MAR135CE
NSECO,124485,2,ZINC,ZINC24JAN217.5CE,OPTFUT,ZINC-OPTFUT,4401900124485,40.06,0.01,21,0.01,1,5000,4100100000027,,2024-01-19T14:30:00,217.5,3,ZINC 19JAN2024 CE 217.5,1,1,ZINC24JAN217.5CE
NSECO,124770,2,GOLDM,GOLDM24JAN60900CE,OPTFUT,GOLDM-OPTFUT,4402400124770,7703.5,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,60900,3,GOLDM 24JAN2024 CE 60900,1,1,GOLDM24JAN60900CE
NSECO,123283,2,GOLD,GOLD24JAN60200CE,OPTFUT,GOLD-OPTFUT,4402400123283,9050.5,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,60200,3,GOLD 24JAN2024 CE 60200,1,1,GOLD24JAN60200CE
NSECO,124332,2,SILVERM,SILVERM24AUG65500PE,OPTFUT,SILVERM-OPTFUT,4423400124332,2239.5,0.5,121,0.5,1,5,4100100000010,,2024-08-21T14:30:00,65500,4,SILVERM 21AUG2024 PE 65500,1,1,SILVERM24AUG65500PE
NSECO,124827,2,COPPER,COPPER24FEB750PE,OPTFUT,COPPER-OPTFUT,4405100124827,51.2,0.01,71,0.01,1,2500,4100100000008,,2024-02-20T14:30:00,750,4,COPPER 20FEB2024 PE 750,1,1,COPPER24FEB750PE
NSECO,125127,2,GOLD,GOLD24NOV60000CE,OPTFUT,GOLD-OPTFUT,4433100125127,16379,6725,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,60000,3,GOLD 26NOV2024 CE 60000,1,1,GOLD24NOV60000CE
NSECO,122551,2,NATURALGAS,NATURALGAS24JAN225CE,OPTFUT,NATURALGAS-OPTFUT,4402300122551,13.95,0.35,49,0.05,1,1250,4100100000014,,2024-01-23T14:30:00,225,3,NATURALGAS 23JAN2024 CE 225,1,1,NATURALGAS24JAN225CE
NSECO,122782,2,WTICRUDE,WTICRUDE24JAN5650CE,OPTFUT,WTICRUDE-OPTFUT,4401700122782,791.5,0.1,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,5650,3,WTICRUDE 17JAN2024 CE 5650,1,1,WTICRUDE24JAN5650CE
NSECO,122868,2,WTICRUDE,WTICRUDE24JAN7800CE,OPTFUT,WTICRUDE-OPTFUT,4401700122868,3.2,0.1,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,7800,3,WTICRUDE 17JAN2024 CE 7800,1,1,WTICRUDE24JAN7800CE
NSECO,123390,2,GOLD,GOLD24MAR60400PE,OPTFUT,GOLD-OPTFUT,4408600123390,1018,0.5,11,0.5,1,100,4100100000001,,2024-03-26T14:30:00,60400,4,GOLD 26MAR2024 PE 60400,1,1,GOLD24MAR60400PE
NSECO,124818,2,GOLDM,GOLDM24JAN63300CE,OPTFUT,GOLDM-OPTFUT,4402400124818,3839.5,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,63300,3,GOLDM 24JAN2024 CE 63300,1,1,GOLDM24JAN63300CE
NSECO,123734,2,SILVERM,SILVERM24NOV72750PE,OPTFUT,SILVERM-OPTFUT,4432500123734,5083.5,698.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,72750,4,SILVERM 20NOV2024 PE 72750,1,1,SILVERM24NOV72750PE
NSECO,123657,2,GOLD,GOLD24SEP58500CE,OPTFUT,GOLD-OPTFUT,4426800123657,16439.5,6264.5,11,0.5,1,100,4100100000001,,2024-09-24T14:30:00,58500,3,GOLD 24SEP2024 CE 58500,1,1,GOLD24SEP58500CE
NSECO,123303,2,GOLD,GOLD24MAR56100CE,OPTFUT,GOLD-OPTFUT,4408600123303,14787,3563,11,0.5,1,100,4100100000001,,2024-03-26T14:30:00,56100,3,GOLD 26MAR2024 CE 56100,1,1,GOLD24MAR56100CE
NSECO,124627,2,COPPER,COPPER24FEB675CE,OPTFUT,COPPER-OPTFUT,4405100124627,140.62,10.88,71,0.01,1,2500,4100100000008,,2024-02-20T14:30:00,675,3,COPPER 20FEB2024 CE 675,1,1,COPPER24FEB675CE
NSECO,121711,2,GOLD,GOLD24JUL60900PE,OPTFUT,GOLD-OPTFUT,4420700121711,1388.5,0.5,11,0.5,1,100,4100100000001,,2024-07-25T14:30:00,60900,4,GOLD 25JUL2024 PE 60900,1,1,GOLD24JUL60900PE
NSECO,121907,2,SILVER,SILVER24FEB64500PE,OPTBLN,SILVER-OPTBLN,4405800121907,679.5,0.5,21,0.5,1,30,4100100000003,,2024-02-27T14:30:00,64500,4,SILVER 27FEB2024 PE 64500,1,1,SILVER24FEB64500PE
NSECO,122221,2,GOLD,GOLD24SEP63800CE,OPTFUT,GOLD-OPTFUT,4426800122221,10711,3061,11,0.5,1,100,4100100000001,,2024-09-24T14:30:00,63800,3,GOLD 24SEP2024 CE 63800,1,1,GOLD24SEP63800CE
NSECO,122885,2,NATURALGAS,NATURALGAS24JAN255CE,OPTFUT,NATURALGAS-OPTFUT,4402300122885,4.85,0.05,49,0.05,1,1250,4100100000014,,2024-01-23T14:30:00,255,3,NATURALGAS 23JAN2024 CE 255,1,1,NATURALGAS24JAN255CE
NSECO,123014,2,GOLDM,GOLDM24JAN64700PE,OPTFUT,GOLDM-OPTFUT,4402400123014,5779.5,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,64700,4,GOLDM 24JAN2024 PE 64700,1,1,GOLDM24JAN64700PE
NSECO,121726,2,SILVER,SILVER24FEB73750PE,OPTBLN,SILVER-OPTBLN,4405800121726,5569,0.5,21,0.5,1,30,4100100000003,,2024-02-27T14:30:00,73750,4,SILVER 27FEB2024 PE 73750,1,1,SILVER24FEB73750PE
NSECO,122081,2,SILVER,SILVER24APR76500CE,OPTBLN,SILVER-OPTBLN,4411700122081,6740.5,383.5,21,0.5,1,30,4100100000003,,2024-04-26T14:30:00,76500,3,SILVER 26APR2024 CE 76500,1,1,SILVER24APR76500CE
NSECO,123739,2,SILVERM,SILVERM24NOV73500CE,OPTFUT,SILVERM-OPTFUT,4432500123739,17088.5,8452.5,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,73500,3,SILVERM 20NOV2024 CE 73500,1,1,SILVERM24NOV73500CE
NSECO,123231,2,GOLD,GOLD24JAN57600CE,OPTFUT,GOLD-OPTFUT,4402400123231,11884,536,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,57600,3,GOLD 24JAN2024 CE 57600,1,1,GOLD24JAN57600CE
NSECO,122404,2,GOLD,GOLD24JUL63000CE,OPTFUT,GOLD-OPTFUT,4420700122404,9961.5,2097.5,11,0.5,1,100,4100100000001,,2024-07-25T14:30:00,63000,3,GOLD 25JUL2024 CE 63000,1,1,GOLD24JUL63000CE
NSECO,123169,2,COPPER,COPPER24MAR710CE,OPTFUT,COPPER-OPTFUT,4407900123169,105.87,0.01,71,0.01,1,2500,4100100000008,,2024-03-19T14:30:00,710,3,COPPER 19MAR2024 CE 710,1,1,COPPER24MAR710CE
NSECO,123206,2,GOLD,GOLD24JAN56300PE,OPTFUT,GOLD-OPTFUT,4402400123206,3.5,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,56300,4,GOLD 24JAN2024 PE 56300,1,1,GOLD24JAN56300PE
NSECO,122612,2,WTICRUDE,WTICRUDE24FEB5500CE,OPTFUT,WTICRUDE-OPTFUT,4404500122612,1070.8,268.2,101,0.1,1,100,4100100000011,,2024-02-14T14:30:00,5500,3,WTICRUDE 14FEB2024 CE 5500,1,1,WTICRUDE24FEB5500CE
NSECO,122416,2,GOLD,GOLD24SEP62800CE,OPTFUT,GOLD-OPTFUT,4426800122416,11782,3551,11,0.5,1,100,4100100000001,,2024-09-24T14:30:00,62800,3,GOLD 24SEP2024 CE 62800,1,1,GOLD24SEP62800CE
NSECO,123068,2,COPPER,COPPER24JAN685PE,OPTFUT,COPPER-OPTFUT,4401900123068,3.01,0.01,71,0.01,1,2500,4100100000008,,2024-01-19T14:30:00,685,4,COPPER 19JAN2024 PE 685,1,1,COPPER24JAN685PE
NSECO,123646,2,GOLD,GOLD24SEP57900PE,OPTFUT,GOLD-OPTFUT,4426800123646,590.5,0.5,11,0.5,1,100,4100100000001,,2024-09-24T14:30:00,57900,4,GOLD 24SEP2024 PE 57900,1,1,GOLD24SEP57900PE
NSECO,125188,2,GOLD,GOLD24NOV63000PE,OPTFUT,GOLD-OPTFUT,4433100125188,1994.5,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,63000,4,GOLD 26NOV2024 PE 63000,1,1,GOLD24NOV63000PE
NSECO,124012,2,SILVERM,SILVERM24FEB63750PE,OPTFUT,SILVERM-OPTFUT,4405100124012,396,0.5,121,0.5,1,5,4100100000010,,2024-02-20T14:30:00,63750,4,SILVERM 20FEB2024 PE 63750,1,1,SILVERM24FEB63750PE
NSECO,121812,2,SILVERM,SILVERM24JUN76500PE,OPTFUT,SILVERM-OPTFUT,4417100121812,7235,881,121,0.5,1,5,4100100000010,,2024-06-19T14:30:00,76500,4,SILVERM 19JUN2024 PE 76500,1,1,SILVERM24JUN76500PE
NSECO,124612,2,GOLD,GOLD24MAY65700PE,OPTFUT,GOLD-OPTFUT,4414800124612,4517.5,0.5,11,0.5,1,100,4100100000001,,2024-05-27T14:30:00,65700,4,GOLD 27MAY2024 PE 65700,1,1,GOLD24MAY65700PE
NSECO,124013,2,SILVERM,SILVERM24FEB64000CE,OPTFUT,SILVERM-OPTFUT,4405100124013,17381,4802,121,0.5,1,5,4100100000010,,2024-02-20T14:30:00,64000,3,SILVERM 20FEB2024 CE 64000,1,1,SILVERM24FEB64000CE
NSECO,122726,2,WTICRUDE,WTICRUDE24MAR5900CE,OPTFUT,WTICRUDE-OPTFUT,4407500122726,880.5,250.9,101,0.1,1,100,4100100000011,,2024-03-15T14:30:00,5900,3,WTICRUDE 15MAR2024 CE 5900,1,1,WTICRUDE24MAR5900CE
NSECO,123405,2,GOLD,GOLD24MAY56100CE,OPTFUT,GOLD-OPTFUT,4414800123405,16166.5,5141.5,11,0.5,1,100,4100100000001,,2024-05-27T14:30:00,56100,3,GOLD 27MAY2024 CE 56100,1,1,GOLD24MAY56100CE
NSECO,123730,2,SILVERM,SILVERM24NOV72250PE,OPTFUT,SILVERM-OPTFUT,4432500123730,4869,624,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,72250,4,SILVERM 20NOV2024 PE 72250,1,1,SILVERM24NOV72250PE
NSECO,122113,2,GOLD,GOLD24NOV65200PE,OPTFUT,GOLD-OPTFUT,4433100122113,2938,0.5,11,0.5,1,100,4100100000001,,2024-11-26T14:30:00,65200,4,GOLD 26NOV2024 PE 65200,1,1,GOLD24NOV65200PE
NSECO,123583,2,GOLD,GOLD24JUL59900CE,OPTFUT,GOLD-OPTFUT,4420700123583,13442,3783,11,0.5,1,100,4100100000001,,2024-07-25T14:30:00,59900,3,GOLD 25JUL2024 CE 59900,1,1,GOLD24JUL59900CE
NSECO,125377,2,GOLDM,GOLDM24FEB58600CE,OPTFUT,GOLDM-OPTFUT,4405400125377,10637.5,0.5,101,0.5,1,10,4100100000002,,2024-02-23T14:30:00,58600,3,GOLDM 23FEB2024 CE 58600,1,1,GOLDM24FEB58600CE
NSECO,122549,2,NATURALGAS,NATURALGAS24JAN220CE,OPTFUT,NATURALGAS-OPTFUT,4402300122549,16.55,0.85,49,0.05,1,1250,4100100000014,,2024-01-23T14:30:00,220,3,NATURALGAS 23JAN2024 CE 220,1,1,NATURALGAS24JAN220CE
NSECO,123030,2,GOLDM,GOLDM24JAN65900PE,OPTFUT,GOLDM-OPTFUT,4402400123030,7630,0.5,101,0.5,1,10,4100100000002,,2024-01-24T14:30:00,65900,4,GOLDM 24JAN2024 PE 65900,1,1,GOLDM24JAN65900PE
NSECO,124970,2,WTICRUDE,WTICRUDE24FEB7450CE,OPTFUT,WTICRUDE-OPTFUT,4404500124970,78.4,0.1,101,0.1,1,100,4100100000011,,2024-02-14T14:30:00,7450,3,WTICRUDE 14FEB2024 CE 7450,1,1,WTICRUDE24FEB7450CE
NSECO,124345,2,SILVERM,SILVERM24AUG67250CE,OPTFUT,SILVERM-OPTFUT,4423400124345,19472.5,9126.5,121,0.5,1,5,4100100000010,,2024-08-21T14:30:00,67250,3,SILVERM 21AUG2024 CE 67250,1,1,SILVERM24AUG67250CE
NSECO,123905,2,SILVERM,SILVERM24NOV81500CE,OPTFUT,SILVERM-OPTFUT,4432500123905,11565,5195,121,0.5,1,5,4100100000010,,2024-11-20T14:30:00,81500,3,SILVERM 20NOV2024 CE 81500,1,1,SILVERM24NOV81500CE
NSECO,123281,2,GOLD,GOLD24JAN60100CE,OPTFUT,GOLD-OPTFUT,4402400123281,9176,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,60100,3,GOLD 24JAN2024 CE 60100,1,1,GOLD24JAN60100CE
NSECO,122215,2,NATURALGAS,NATURALGAS24MAR195CE,OPTFUT,NATURALGAS-OPTFUT,4408100122215,47.85,22.75,49,0.05,1,1250,4100100000014,,2024-03-21T14:30:00,195,3,NATURALGAS 21MAR2024 CE 195,1,1,NATURALGAS24MAR195CE
NSECO,122271,2,SILVERM,SILVERM24AUG78000PE,OPTFUT,SILVERM-OPTFUT,4423400122271,7989.5,1557.5,121,0.5,1,5,4100100000010,,2024-08-21T14:30:00,78000,4,SILVERM 21AUG2024 PE 78000,1,1,SILVERM24AUG78000PE
NSECO,121845,2,SILVER,SILVER24FEB80250PE,OPTBLN,SILVER-OPTBLN,4405800121845,11870,1723,21,0.5,1,30,4100100000003,,2024-02-27T14:30:00,80250,4,SILVER 27FEB2024 PE 80250,1,1,SILVER24FEB80250PE
NSECO,122533,2,NATURALGAS,NATURALGAS24JAN180CE,OPTFUT,NATURALGAS-OPTFUT,4402300122533,47.5,15.5,49,0.05,1,1250,4100100000014,,2024-01-23T14:30:00,180,3,NATURALGAS 23JAN2024 CE 180,1,1,NATURALGAS24JAN180CE
NSECO,121679,2,GOLD,GOLD24MAR61400PE,OPTFUT,GOLD-OPTFUT,4408600121679,1550,0.5,11,0.5,1,100,4100100000001,,2024-03-26T14:30:00,61400,4,GOLD 26MAR2024 PE 61400,1,1,GOLD24MAR61400PE
NSECO,123525,2,GOLD,GOLD24JUL57000CE,OPTFUT,GOLD-OPTFUT,4420700123525,16601,5910,11,0.5,1,100,4100100000001,,2024-07-25T14:30:00,57000,3,GOLD 25JUL2024 CE 57000,1,1,GOLD24JUL57000CE
NSECO,124876,2,WTICRUDE,WTICRUDE24JAN5250CE,OPTFUT,WTICRUDE-OPTFUT,4401700124876,1218,218.2,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,5250,3,WTICRUDE 17JAN2024 CE 5250,1,1,WTICRUDE24JAN5250CE
NSECO,124025,2,SILVERM,SILVERM24FEB65500CE,OPTFUT,SILVERM-OPTFUT,4405100124025,15778,3613,121,0.5,1,5,4100100000010,,2024-02-20T14:30:00,65500,3,SILVERM 20FEB2024 CE 65500,1,1,SILVERM24FEB65500CE
NSECO,123816,2,ZINC,ZINC24APR237.5CE,OPTFUT,ZINC-OPTFUT,4411000123816,25.37,1.77,21,0.01,1,5000,4100100000027,,2024-04-19T14:30:00,237.5,3,ZINC 19APR2024 CE 237.5,1,1,ZINC24APR237.5CE
NSECO,122230,2,SILVER,SILVER24FEB66250PE,OPTBLN,SILVER-OPTBLN,4405800122230,1151,0.5,21,0.5,1,30,4100100000003,,2024-02-27T14:30:00,66250,4,SILVER 27FEB2024 PE 66250,1,1,SILVER24FEB66250PE
NSECO,124673,2,ZINC,ZINC24FEB225CE,OPTFUT,ZINC-OPTFUT,4405100124673,32.71,0.01,21,0.01,1,5000,4100100000027,,2024-02-20T14:30:00,225,3,ZINC 20FEB2024 CE 225,1,1,ZINC24FEB225CE
NSECO,122756,2,WTICRUDE,WTICRUDE24MAR6650CE,OPTFUT,WTICRUDE-OPTFUT,4407500122756,444.9,77.5,101,0.1,1,100,4100100000011,,2024-03-15T14:30:00,6650,3,WTICRUDE 15MAR2024 CE 6650,1,1,WTICRUDE24MAR6650CE
NSECO,122867,2,WTICRUDE,WTICRUDE24JAN7750PE,OPTFUT,WTICRUDE-OPTFUT,4401700122867,2326.9,1257.1,101,0.1,1,100,4100100000011,,2024-01-17T14:30:00,7750,4,WTICRUDE 17JAN2024 PE 7750,1,1,WTICRUDE24JAN7750PE
NSECO,121984,2,GOLD,GOLD24JAN64800PE,OPTFUT,GOLD-OPTFUT,4402400121984,5637.5,0.5,11,0.5,1,100,4100100000001,,2024-01-24T14:30:00,64800,4,GOLD 24JAN2024 PE 64800,1,1,GOLD24JAN64800PE
